train_acc,val_acc
0.2854419823683583,0.21906693711967545
0.3141529664045747,0.21805273833671399
0.3420300214438885,0.23225152129817445
0.34322134858232073,0.22718052738336714
0.3527519656897784,0.23225152129817445
0.37133666904932094,0.2231237322515213
0.36132952108649036,0.22008113590263692
0.37967595901834644,0.22515212981744423
0.3770550393137956,0.2079107505070994
0.3770550393137956,0.21906693711967545
0.38205861329521085,0.22616632860040567
0.3917083631165118,0.2129817444219067
0.39254229211341435,0.21906693711967545
0.3968310698117703,0.2150101419878296
0.3843221348582321,0.21196754563894524
0.39814152966404576,0.2150101419878296
0.39921372408863476,0.22413793103448276
0.4093400047653086,0.22413793103448276
0.39528234453180844,0.2231237322515213
0.4010007147962831,0.22515212981744423
